Time,asks,bids,price
2020-04-12 14:00:00 UTC,26410134.0,17006680.0,6967.75
2020-04-12 15:00:00 UTC,29843037.6666667,18533150.3333333,6993.91666666667
2020-04-12 16:00:00 UTC,24013110.6666667,15616154.3333333,7080.91666666667
2020-04-12 17:00:00 UTC,18184083.0,20851705.0,7132.08333333333
2020-04-12 18:00:00 UTC,17201800.0,18557528.25,7113.5
2020-04-12 19:00:00 UTC,20258926.6666667,14049026.6666667,7134.91666666667
2020-04-12 20:00:00 UTC,16430654.3333333,15015434.3333333,7136.91666666667
2020-04-12 21:00:00 UTC,15145323.0,18176551.0,7113.91666666667
2020-04-12 22:00:00 UTC,13219163.0,14637972.3333333,7035.41666666667
2020-04-12 23:00:00 UTC,13626478.6666667,14580900.6666667,7006.91666666667
2020-04-13 00:00:00 UTC,12281022.3333333,11597073.3333333,6769.25
2020-04-13 01:00:00 UTC,15575112.0,11113802.6666667,6697.91666666667
2020-04-13 02:00:00 UTC,16751028.3333333,10249899.0,6699.25
2020-04-13 03:00:00 UTC,16952677.0,10823571.0,6696.25
2020-04-13 04:00:00 UTC,17689724.3333333,11060226.0,6689.58333333333
2020-04-13 05:00:00 UTC,19090124.0,14032836.6666667,6702.41666666667
2020-04-13 06:00:00 UTC,23417469.0,15181341.6666667,6723.08333333333
2020-04-13 07:00:00 UTC,18057417.5,16229625.5,6705.25
2020-04-13 08:00:00 UTC,21560213.0,13611284.0,6717.08333333333
2020-04-13 09:00:00 UTC,18247443.0,14468985.0,6689.75
2020-04-13 10:00:00 UTC,21482336.5,12602439.5,6706.75
2020-04-13 11:00:00 UTC,23385606.3333333,12589350.6666667,6754.41666666667
2020-04-13 12:00:00 UTC,16882818.0,14118068.0,6700.75
2020-04-13 13:00:00 UTC,15233132.0,14392491.5,6690.0
2020-04-13 14:00:00 UTC,13045249.0,11358712.6666667,6719.25
2020-04-13 15:00:00 UTC,16280495.5,14026454.5,6754.25
2020-04-13 16:00:00 UTC,11822814.3333333,15459271.0,6767.58333333333
2020-04-13 17:00:00 UTC,12867769.6666667,15543749.0,6770.58333333333
2020-04-13 18:00:00 UTC,15620128.3333333,14859442.3333333,6775.91666666667
2020-04-13 19:00:00 UTC,15871469.5,15334006.5,6785.75
